session,roll_num,date,issue,question,result,title
115,168,7-May,H R 4335,"On Motion to Suspend the Rules and Pass, as Amended",P,Servicemember Family Burial Act
115,167,7-May,H R 4910,"On Motion to Suspend the Rules and Pass, as Amended",P,Veterans Cemetery Benefit Correction Act
115,166,27-Apr,H RES 856,On Motion to Table,P, 
115,165,27-Apr,H R 4,On Passage,P,FAA Reauthorization Act
115,164,27-Apr,H R 4,On Motion to Recommit with Instructions,F,FAA Reauthorization Act
115,163,27-Apr,H R 4,On Agreeing to the Amendment,A,Duncan of Tennessee Part A Amendment No. 114
115,162,27-Apr,H R 4,On Agreeing to the Amendment,F,McClintock of California Part A Amendment No. 112
115,161,26-Apr,H R 4744,"On Motion to Suspend the Rules and Pass, as Amended",P,Iran Human Rights and Hostage-Taking Accountability Act
115,160,26-Apr,H R 4,On Agreeing to the Amendment,F,Lynch of Massachusetts Part A Amendment No. 87
115,159,26-Apr,H R 4,On Agreeing to the Amendment,A,Denham of California Part A Amendment No. 79
115,158,26-Apr,H R 4,On Agreeing to the Amendment,F,Lipinski of Illinois Part A Amendment No. 78
115,157,26-Apr,H R 4,On Agreeing to the Amendment,F,King of Iowa Part A Amendment No. 63
115,156,26-Apr,H R 4,On Agreeing to the Amendment,F,Rohrabacher of California Part A Amendment No. 60
115,155,26-Apr,H R 4,On Agreeing to the Amendment,F,DeFazio of Oregon Part A Amendment No. 42
115,154,25-Apr,H R 5447,"On Motion to Suspend the Rules and Pass, as Amended",P,Music Modernization Act
115,153,25-Apr,H R 3144,On Passage,P,"To provide for operations of the Federal Columbia River Power System pursuant to a certain operation plan for a specified period of time, and for other purposes"
115,152,25-Apr,H R 3144,On Motion to Recommit with Instructions,F,"To provide for operations of the Federal Columbia River Power System pursuant to a certain operation plan for a specified period of time, and for other purposes"
115,151,25-Apr,H RES 839,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 4, the FAA Reauthorization Act of 2018; and providing for consideration of H.R. 3144, to provide for operations of the Federal Columbia River Power System pursuant to a certain operation plan for a specified period of time"
115,150,25-Apr,H RES 839,On Ordering the Previous Question,P,"Providing for consideration of H.R. 4, the FAA Reauthorization Act of 2018; and providing for consideration of H.R. 3144, to provide for operations of the Federal Columbia River Power System pursuant to a certain operation plan for a specified period of time"
115,149,24-Apr,H R 5086,"On Motion to Suspend the Rules and Pass, as Amended",P,Innovators to Entrepreneurs Act of 2018
115,148,24-Apr,H CON RES 111,"On Motion to Suspend the Rules and Agree, as Amended",P,"Recognizing and supporting the efforts of the United Bid Committee to bring the 2026 Federation Internationale de Football Association (FIFA) World Cup competition to Canada, Mexico, and the United States"
115,147,18-Apr,H R 2905,"On Motion to Suspend the Rules and Pass, as Amended",P,Justice for Victims of IRS Scams and Identity Theft Act of 2018
115,146,18-Apr,H R 5444,On Passage,P,Taxpayer First Act
115,145,18-Apr,H R 5445,On Passage,P,21st Century IRS Act
115,144,18-Apr,H RES 831,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 5444) Taxpayer First Act, and providing for consideration of the (H.R. 5445) 21st Century IRS Act"
115,143,18-Apr,H RES 831,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 5444) Taxpayer First Act, and providing for consideration of the (H.R. 5445) 21st Century IRS Act"
115,142,17-Apr,H R 5192,On Passage,P,Protecting Children from Identity Theft Act
115,141,16-Apr,S 167,On Motion to Suspend the Rules and Pass,P,"To designate a National Memorial to Fallen Educators at the National Teachers Hall of Fame in Emporia, Kansas"
115,140,16-Apr,H R 146,"On Motion to Suspend the Rules and Pass, as Amended",P,Eastern Band of Cherokee Historic Lands Reacquisition Act
115,139,13-Apr,H R 4790,On Passage,P,Volcker Rule Regulatory Harmonization Act
115,138,12-Apr,H J RES 2,On Motion to Suspend the Rules and Pass,F,Proposing a balanced budget amendment to the Constitution of the United States
115,137,11-Apr,H R 4293,On Passage,P,Stress Test Improvement Act
115,136,11-Apr,H R 4293,On Motion to Recommit with Instructions,F,Stress Test Improvement Act
115,135,11-Apr,H R 4061,On Passage,P,Financial Stability Oversight Council Improvement Act
115,134,11-Apr,H RES 811,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 4790) to amend the Volcker rule to give the Board of Governors of the Federal Reserve System sole rulemaking authority, to exclude community banks from the requirements of the Volcker rule, and for other purposes, and providing for motions to suspend the rules"
115,133,11-Apr,H RES 811,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 4790) to amend the Volcker rule to give the Board of Governors of the Federal Reserve System sole rulemaking authority, to exclude community banks from the requirements of the Volcker rule, and for other purposes, and providing for motions to suspend the rules"
115,132,10-Apr,JOURNAL,On Approving the Journal,P, 
115,131,10-Apr,H R 4203,"On Motion to Suspend the Rules and Pass, as Amended",P,Combat Online Predators Act
115,130,10-Apr,H R 2219,"On Motion to Suspend the Rules and Pass, as Amended",P,End Banking for Human Traffickers Act of 2018
115,129,22-Mar,H R 5089,"On Motion to Suspend the Rules and Pass, as Amended",P,Strengthening Local Transportation Security Capabilities Act of 2018
115,128,22-Mar,H R 4467,"On Motion to Suspend the Rules and Pass, as Amended",P,Strengthening Aviation Security Act of 2018
115,127,22-Mar,H R 1625,On Motion to Concur in the Senate Amendment with an Amendment,P,TARGET Act
115,126,22-Mar,H R 5131,"On Motion to Suspend the Rules and Pass, as Amended",P,Surface Transportation Security Improvement Act 2018
115,125,22-Mar,H R 4227,"On Motion to Suspend the Rules and Pass, as Amended",P,Vehicular Terrorism Prevention Act of 2018
115,124,22-Mar,H RES 796,On Agreeing to the Resolution,P,"Providing for consideration of the Senate amendment to H.R. 1625, Consolidated Appropriations Act and the TARGET Act; and providing for proceedings during the period from March 23, 2018, through April 9, 2018"
115,123,22-Mar,H RES 796,On Ordering the Previous Question,P,"Providing for consideration of the Senate amendment to H.R. 1625, Consolidated Appropriations Act and the TARGET Act; and providing for proceedings during the period from March 23, 2018, through April 9, 2018"
115,122,21-Mar,JOURNAL,On Approving the Journal,P, 
115,121,21-Mar,H R 5247,On Passage,P,"Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act of 2018"
115,120,21-Mar,H R 5247,On Motion to Recommit with Instructions,F,"Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act of 2018"
115,119,20-Mar,H R 4566,On Passage,P,Alleviating Stress Test Burdens to Help Investors Act
115,118,20-Mar,H RES 787,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 4566, the Alleviating Stress Test Burdens to Help Investors Act; Providing for consideration of H.R. 5247, the Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act of 2018; and for other purposes"
115,117,20-Mar,H RES 787,On Ordering the Previous Question,P,"Providing for consideration of H.R. 4566, the Alleviating Stress Test Burdens to Help Investors Act; Providing for consideration of H.R. 5247, the Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act of 2018; and for other purposes"
115,116,19-Mar,H R 4851,"On Motion to Suspend the Rules and Pass, as Amended",P,Kennedy--King National Commemorative Site Act
115,115,19-Mar,H R 835,On Motion to Suspend the Rules and Pass,P,"To update the map of, and modify the maximum acreage available for inclusion in, the Florissant Fossil Beds National Monument"
115,114,15-Mar,H RES 780,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 4061, the Financial Stability Oversight Council Improvement Act of 2017; and providing for consideration of H.R. 4293, the Stress Test Improvement Act of 2017"
115,113,15-Mar,H RES 780,On Ordering the Previous Question,P,"Providing for consideration of H.R. 4061, the Financial Stability Oversight Council Improvement Act of 2017; and providing for consideration of H.R. 4293, the Stress Test Improvement Act of 2017"
115,112,15-Mar,H R 4545,On Passage,P,Financial Institutions Examination Fairness and Reform Act
115,111,15-Mar,H R 4545,On Agreeing to the Amendment,F,Maxine Waters of California Part B Amendment No. 1
115,110,15-Mar,H R 4263,On Passage,P,Regulation At Improvement Act of 2017
115,109,15-Mar,H R 4263,On Motion to Recommit with Instructions,F,Regulation At Improvement Act of 2017
115,108,14-Mar,H R 1116,On Passage,P,Taking Account of Institutions with Low Operation Risk Act of 2017 or the TAILOR Act of 2017
115,107,14-Mar,H R 1116,On Motion to Recommit with Instructions,F,Taking Account of Institutions with Low Operation Risk Act of 2017 or the TAILOR Act of 2017
115,106,14-Mar,H R 4909,"On Motion to Suspend the Rules and Pass, as Amended",P,"Student, Teachers, and Officers Preventing School Violence Act of 2018"
115,105,14-Mar,H RES 773,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 4545, the Financial Institutions Examination Fairness and Reform Act; H.R. 1116, the TAILOR Act of 2017; and H.R. 4263, the Regulation At Improvement Act of 2017"
115,104,14-Mar,H RES 773,On Ordering the Previous Question,P,"Providing for consideration of H.R. 4545, the Financial Institutions Examination Fairness and Reform Act; H.R. 1116, the TAILOR Act of 2017; and H.R. 4263, the Regulation At Improvement Act of 2017"
115,103,13-Mar,H R 4465,On Motion to Suspend the Rules and Pass,P,Endangered Fish Recovery Programs Extension Act of 2017
115,102,13-Mar,H R 5247,On Motion to Suspend the Rules and Pass,F,"Trickett Wendler, Frank Mongiello, Jordan McLinn, and Matthew Bellina Right to Try Act of 2018"
115,101,8-Mar,H R 1119,On Passage,P,Satisfying Energy Needs and Saving the Environment (SENSE) Act
115,100,8-Mar,H R 1119,On Motion to Recommit with Instructions,F,Satisfying Energy Needs and Saving the Environment (SENSE) Act
115,99,7-Mar,H R 1917,On Passage,P,Blocking Regulatory Interference from Closing Kilns Act
115,98,7-Mar,H R 1917,On Motion to Recommit with Instructions,F,Blocking Regulatory Interference from Closing Kilns Act
115,97,7-Mar,H RES 762,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 1119) Satisfying Energy Needs and Saving the Environment Act, and providing for consideration of the bill (H.R. 1917) Blocking Regulatory Interference from Closing Kilns Act"
115,96,7-Mar,H RES 762,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 1119) Satisfying Energy Needs and Saving the Environment Act, and providing for consideration of the bill (H.R. 1917) Blocking Regulatory Interference from Closing Kilns Act"
115,95,6-Mar,H R 4607,On Passage,P,Comprehensive Regulatory Review Act
115,94,6-Mar,H R 4607,On Motion to Recommit with Instructions,F,Comprehensive Regulatory Review Act
115,93,5-Mar,H R 4406,"On Motion to Suspend the Rules and Pass, as Amended",P,"To designate the facility of the United States Postal Service located at 99 Macombs Place in New York, New York, as the Tuskegee Airman Post Office Building"
115,92,5-Mar,H R 3183,On Motion to Suspend the Rules and Pass,P,"To designate the facility of the United States Postal Service located at 13683 James Madison Highway in Palmyra, Virginia, as the U.S. Navy Seaman Dakota Kyle Rigsby Post Office"
115,91,27-Feb,H R 1865,On Passage,P,Allow States and Victims to Fight Online Sex Trafficking Act
115,90,27-Feb,H R 1865,On Agreeing to the Amendment,A,Mimi Walters of California Amendment No. 2
115,89,27-Feb,H R 4296,On Passage,P,To place requirements on operational risk capital requirements for banking organizations established by an appropriate Federal banking agency
115,88,27-Feb,H R 4296,On Motion to Recommit with Instructions,F,To place requirements on operational risk capital requirements for banking organizations established by an appropriate Federal banking agency
115,87,27-Feb,H RES 747,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 4296) to place requirements on operational risk capital requirements for banking organizations established by an appropriate Federal banking agency, and providing for consideration of the bill (H.R. 4607) the Comprehensive Regulatory Review Act"
115,86,27-Feb,H RES 747,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 4296) to place requirements on operational risk capital requirements for banking organizations established by an appropriate Federal banking agency, and providing for consideration of the bill (H.R. 4607) the Comprehensive Regulatory Review Act"
115,85,27-Feb,H RES 748,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 1865), the Allow States and Victims to Fight Online Sex Trafficking Act of 2017"
115,84,27-Feb,H RES 748,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 1865), the Allow States and Victims to Fight Online Sex Trafficking Act of 2017"
115,83,27-Feb,MOTION,Table Appeal of the Ruling of the Chair,P, 
115,82,26-Feb,H R 2422,"On Motion to Suspend the Rules and Pass, as Amended",P,Action for Dental Health Act of 2017
115,81,26-Feb,H R 1222,"On Motion to Suspend the Rules and Pass, as Amended",P,Congenital Heart Futures Reauthorization Act of 2017
115,80,15-Feb,H R 620,On Passage,P,ADA Education and Reform Act of 2017
115,79,15-Feb,H R 620,On Agreeing to the Amendment,F,Langevin of Rhode Island Part A Amendment No. 2
115,78,14-Feb,H R 3299,On Passage,P,Protecting Consumers Access to Credit Act of 2017
115,77,14-Feb,H R 3978,On Passage,P,TRID Improvement Act
115,76,14-Feb,H R 3978,On Motion to Recommit with Instructions,F,TRID Improvement Act
115,75,14-Feb,H RES 129,"On Motion to Suspend the Rules and Agree, as Amended",P,"Calling on the Department of Defense, other elements of the Federal Government, and foreign governments to intensify efforts to investigate, recover, and identify all missing and unaccounted-for personnel of the United States"
115,74,14-Feb,H R 3542,"On Motion to Suspend the Rules and Pass, as Amended",P,Hamas Human Shields Prevention Act
115,73,14-Feb,H RES 736,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 620, the ADA Education and Reform Act of 2017; H.R. 3299, the Protection Consumers Access to Credit Act of 2017; H.R. 3978, theTRID Improvement Act of 2017; and providing for proceedings during the period from February 16, 2018, through February 23, 2018"
115,72,14-Feb,H RES 736,On Ordering the Previous Question,P,"Providing for consideration of H.R. 620, the ADA Education and Reform Act of 2017; H.R. 3299, the Protection Consumers Access to Credit Act of 2017; H.R. 3978, theTRID Improvement Act of 2017; and providing for proceedings during the period from February 16, 2018, through February 23, 2018"
115,71,13-Feb,H R 4979,"On Motion to Suspend the Rules and Pass, as Amended",P,To extend the Generalized System of Preferences and to make technical changes to the competitive need limitations provision of the program
115,70,13-Feb,H R 4533,"On Motion to Suspend the Rules and Pass, as Amended",P,Lexington VA Health Care System
115,69,9-Feb,H R 1892,On Motion to Concur in the Senate Amdt to the House Amdt to the Senate Amdt,P,The Bipartisan Budget Act of 2018
115,68,9-Feb,H RES 734,On Agreeing to the Resolution,P,"Providing for consideration of the Senate Amendment to the House Amendment to the Senate Amendment to H.R. 1892, the Bipartisan Budget Act of 2018"
115,67,9-Feb,H RES 734,On Ordering the Previous Question,P,"Providing for consideration of the Senate Amendment to the House Amendment to the Senate Amendment to H.R. 1892, the Bipartisan Budget Act of 2018"
115,66,8-Feb,H R 4771,On Passage,P,Small Bank Holding Company Relief Act of 2018
115,65,8-Feb,JOURNAL,On Approving the Journal,P, 
115,64,8-Feb,H R 1153,On Passage,P,Mortgage Choice Act of 2017
115,63,7-Feb,JOURNAL,On Approving the Journal,P, 
115,62,7-Feb,H R 1997,"On Motion to Suspend the Rules and Pass, as Amended",P,Ukraine Cybersecurity Cooperation Act of 2017
115,61,7-Feb,H R 3851,"On Motion to Suspend the Rules and Pass, as Amended",P,War Crimes Rewards Expansion Act
115,60,6-Feb,H R 1892,On Motion to Concur in the Senate Amendment with an Amendment,P,"Further Extension of Continuing Appropriations Act, 2018"
115,59,6-Feb,H RES 727,On Agreeing to the Resolution,P,"Providing for consideration of the Senate amendment to the bill (H.R. 1892) to amend title 4, United States Code, to provide for the flying of the flag at half-staff in the event of the death of a first responder in the line of duty"
115,58,6-Feb,H RES 727,On Ordering the Previous Question,P,"Providing for consideration of the Senate amendment to the bill (H.R. 1892) to amend title 4, United States Code, to provide for the flying of the flag at half-staff in the event of the death of a first responder in the line of duty"
115,57,6-Feb,MOTION,Table Appeal of the Ruling of the Chair,P, 
115,56,6-Feb,H R 772,On Passage,P,Common Sense Nutrition Disclosure Act of 2017
115,55,6-Feb,H RES 725,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 772, the Common Sense Nutrition Disclosure Act of 2017; H.R. 1153, the Mortgage Choice Act of 2017; H.R. 4771, the Small Bank Holding Company Relief Act of 2018; and for other purposes"
115,54,6-Feb,H RES 725,On Ordering the Previous Question,P,"Providing for consideration of H.R. 772, the Common Sense Nutrition Disclosure Act of 2017; H.R. 1153, the Mortgage Choice Act of 2017; H.R. 4771, the Small Bank Holding Company Relief Act of 2018; and for other purposes"
115,53,6-Feb,H RES 726,On Motion to Table,P,Raising a question of the privileges of the House
115,52,5-Feb,JOURNAL,On Approving the Journal,P, 
115,51,5-Feb,H R 4547,"On Motion to Suspend the Rules and Pass, as Amended",P,Strengthening Protections for Social Security Beneficiaries Act of 2018
115,50,30-Jan,H R 4292,"On Motion to Suspend the Rules and Pass, as Amended",P,Financial Institution Living Will Improvement Act
115,49,30-Jan,H R 695,On Motion to Concur in the Senate Amendments with an Amendment,P,Child Protection Improvements Act of 2017
115,48,30-Jan,H RES 714,On Agreeing to the Resolution,P,"Providing for consideration of the Senate amendments to H.R. 695, the Child Protection Improvements Act of 2017"
115,47,30-Jan,H RES 714,On Ordering the Previous Question,P,"Providing for consideration of the Senate amendments to H.R. 695, the Child Protection Improvements Act of 2017"
115,46,29-Jan,H R 1457,"On Motion to Suspend the Rules and Pass, as Amended",P,"To establish requirements for use of a drivers license or personal identification card by certain financial institutions for opening an account or obtaining a financial product or service, and for other purposes"
115,45,29-Jan,S 534,"On Motion to Suspend the Rules and Pass, as Amended",P,Protecting Young Victims from Sexual Abuse and Safe Sport Authorization Act
115,44,22-Jan,H R 195,On Motion to Concur in the Senate Adt to the House Adt to the Senate Adt,P,Federal Register Printing Savings Act
115,43,20-Jan,MOTION,On Motion to Fix the Convening Time,P, 
115,42,20-Jan,H RES 708,On Agreeing to the Resolution,P,"Waiving a Requirement of Clause 6(A) of Rule XIII with Respect to Consideration of Certain Resolutions Reported from the Committee on Rules, and Providing for Consideration of Motions to Suspend the Rules"
115,41,20-Jan,H RES 708,On Ordering the Previous Question,P,"Waiving a Requirement of Clause 6(A) of Rule XIII with Respect to Consideration of Certain Resolutions Reported from the Committee on Rules, and Providing for Consideration of Motions to Suspend the Rules"
115,40,20-Jan,H RES 708,Table Appeal of the Ruling of the Chair,P,"Waiving a Requirement of Clause 6(A) of Rule XIII with Respect to Consideration of Certain Resolutions Reported from the Committee on Rules, and Providing for Consideration of Motions to Suspend the Rules"
115,39,20-Jan,QUORUM,Call of the House,P, 
115,38,20-Jan,MOTION,On Ordering a Call of the House,P, 
115,37,19-Jan,ADJOURN,On Motion to Adjourn,F, 
115,36,19-Jan,H R 4712,On Passage,P,Born-Alive Abortion Survivors Protection Act
115,35,19-Jan,H RES 705,On Motion to Table,P,"Impeaching Donald John Trump, President of the United States, of high misdemeanors"
115,34,18-Jan,H R 1660,On Motion to Suspend the Rules and Pass,P,Global Health Innovation Act of 2017
115,33,18-Jan,H R 195,On Motion to Concur in the Senate Amendment with an Amendment,P,Federal Register Printing Savings Act
115,32,18-Jan,H R 2954,On Passage,P,Home Mortgage Disclosure Adjustment Act
115,31,18-Jan,H R 2954,On Motion to Recommit with Instructions,F,Home Mortgage Disclosure Adjustment Act
115,30,18-Jan,H RES 694,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 4712, the Born-Alive Abortion Survivors Protection Act; providing for proceedings during the period from January 22, 2018, through January 26, 2018"
115,29,18-Jan,H RES 694,On Ordering the Previous Question,P,"Providing for consideration of H.R. 4712, the Born-Alive Abortion Survivors Protection Act; providing for proceedings during the period from January 22, 2018, through January 26, 2018"
115,28,18-Jan,H RES 696,On Agreeing to the Resolution,P,"Providing for consideration of the Senate amendment to H.R. 195, the Federal Register Printing Savings Act of 2017; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules; and providing for consideration of motions to suspend the rules"
115,27,18-Jan,H RES 696,On Ordering the Previous Question,P,"Providing for consideration of the Senate amendment to H.R. 195, the Federal Register Printing Savings Act of 2017; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules; and providing for consideration of motions to suspend the rules"
115,26,17-Jan,JOURNAL,On Approving the Journal,P, 
115,25,17-Jan,H R 4279,"On Motion to Suspend the Rules and Pass, as Amended",P,Expanding Investment Opportunities Act
115,24,17-Jan,H R 3326,On Passage,P,World Bank Accountability Act of 2017
115,23,17-Jan,H R 3326,On Agreeing to the Amendment,A,Connolly of Virginia Part A Amendment No. 2
115,22,17-Jan,H R 4258,"On Motion to Suspend the Rules and Pass, as Amended",P,Family Self-Sufficiency Act
115,21,17-Jan,H RES 693,On Agreeing to the Resolution,P,Providing for consideration of the bill (H.R. 3326) the World Bank Accountability Act; and providing for consideration of the bill (H.R. 2954) the Home Mortgage Disclosure Adjustment Act
115,20,17-Jan,H RES 693,On Ordering the Previous Question,P,Providing for consideration of the bill (H.R. 3326) the World Bank Accountability Act; and providing for consideration of the bill (H.R. 2954) the Home Mortgage Disclosure Adjustment Act
115,19,16-Jan,S 117,On Motion to Suspend the Rules and Pass,P,Alex Diekmann Peak Designation Act of 2017
115,18,16-Jan,H R 4318,"On Motion to Suspend the Rules and Pass, as Amended",P,Miscellaneous Tariff Bill Act of 2018
115,17,11-Jan,H R 4578,On Motion to Suspend the Rules and Pass,P,Counter Terrorist Network Act
115,16,11-Jan,S 139,On Passage,P,Rapid DNA Act of 2017
115,15,11-Jan,S 139,On Motion to Commit with Instructions,F,Rapid DNA Act of 2017
115,14,11-Jan,S 139,On Agreeing to the Amendment,F,Amash of Michigan Substitute Amendment No. 1
115,13,10-Jan,JOURNAL,On Approving the Journal,P, 
115,12,10-Jan,H R 4567,"On Motion to Suspend the Rules and Pass, as Amended",P,DHS Overseas Personnel Enhancement Act of 2017
115,11,10-Jan,S 140,On Passage,P,To amend the White Mountain Apache Tribe Water Rights Quantification Act of 2010 to clarify the use of amounts in the WMAT Settlement Fund
115,10,10-Jan,H RES 681,On Agreeing to the Resolution,P,Providing for consideration of the bill (S. 140) to amend the White Mountain Apache Tribe Water Rights Quantification Act of 2010 to clarify the use of amounts in the WMAT Settlement Fund
115,9,10-Jan,H RES 681,On Ordering the Previous Question,P,Providing for consideration of the bill (S. 140) to amend the White Mountain Apache Tribe Water Rights Quantification Act of 2010 to clarify the use of amounts in the WMAT Settlement Fund
115,8,10-Jan,H RES 682,On Agreeing to the Resolution,P,"Providing for consideration of the bill (S. 139) to implement the use of Rapid DNA instruments to inform decisions about pretrial release or detention and their conditions, to solve and prevent violent crimes and other crimes, to exonerate the innocent, to prevent DNA analysis backlongs, and for other purposes"
115,7,10-Jan,ADJOURN,On Motion to Adjourn,F, 
115,6,10-Jan,ADJOURN,On Motion to Adjourn,F, 
115,5,10-Jan,ADJOURN,On Motion to Adjourn,F, 
115,4,9-Jan,H R 4581,On Motion to Suspend the Rules and Pass,P,Screening and Vetting Passenger Exchange Act
115,3,9-Jan,H R 4564,On Motion to Suspend the Rules and Pass,P,Post-Caliphate Threat Assessment Act of 2017
115,2,9-Jan,H RES 676,On Motion to Suspend the Rules and Agree,P,"Supporting the rights of the people of Iran to free expression, condemning the Iranian regime for its crackdown on legitimate protests, and for other purposes"
115,1,8-Jan,QUORUM,Call of the House,P, 
