Committee,Subcommittee,Name,Title
House Committee on Transportation and Infrastructure,,Daniel Lipinski,
House Committee on Transportation and Infrastructure,,Steve Cohen,
House Committee on Transportation and Infrastructure,,Albio Sires,
House Committee on Transportation and Infrastructure,,John Garamendi,
House Committee on Transportation and Infrastructure,,"Henry C. ""Hank"" Johnson Jr.",
House Committee on Transportation and Infrastructure,,Andre Carson,
House Committee on Transportation and Infrastructure,,Richard M. Nolan,
House Committee on Transportation and Infrastructure,,Dina Titus,
House Committee on Transportation and Infrastructure,,Sean Patrick Maloney,
House Committee on Transportation and Infrastructure,,Elizabeth H. Esty,
House Committee on Transportation and Infrastructure,,Lois Frankel,
House Committee on Transportation and Infrastructure,,Cheri Bustos,
House Committee on Transportation and Infrastructure,,Jared Huffman,
House Committee on Transportation and Infrastructure,,Julia Brownley,
House Committee on Transportation and Infrastructure,,Frederica S. Wilson,
House Committee on Transportation and Infrastructure,,Donald M. Payne Jr.,
House Committee on Transportation and Infrastructure,,Alan S. Lowenthal,
House Committee on Transportation and Infrastructure,,Brenda L. Lawrence,
House Committee on Transportation and Infrastructure,,Mark DeSaulnier,
House Committee on Transportation and Infrastructure,,Stacey E. Plaskett,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Garret Graves,Chair
House Committee on Transportation and Infrastructure,Water Resources and Environment,"Eric A. ""Rick"" Crawford",
House Committee on Transportation and Infrastructure,Water Resources and Environment,Bob Gibbs,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Daniel Webster,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Thomas Massie,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Rodney Davis,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Mark Sanford,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Rob Woodall,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Todd Rokita,
House Committee on Transportation and Infrastructure,Water Resources and Environment,John Katko,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Brian Babin,
House Committee on Transportation and Infrastructure,Water Resources and Environment,David Rouzer,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Mike Bost,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Randy K. Weber Sr.,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Doug LaMalfa,
House Committee on Transportation and Infrastructure,Water Resources and Environment,A. Drew Ferguson IV,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Brian J. Mast,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Grace F. Napolitano,Ranking Member
House Committee on Transportation and Infrastructure,Water Resources and Environment,Lois Frankel,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Frederica S. Wilson,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Jared Huffman,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Alan S. Lowenthal,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Eddie Bernice Johnson,
House Committee on Transportation and Infrastructure,Water Resources and Environment,John Garamendi,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Dina Titus,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Sean Patrick Maloney,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Elizabeth H. Esty,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Cheri Bustos,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Julia Brownley,
House Committee on Transportation and Infrastructure,Water Resources and Environment,Brenda L. Lawrence,
House Committee on Transportation and Infrastructure,Aviation,Frank A. LoBiondo,Chair
House Committee on Transportation and Infrastructure,Aviation,Don Young,
House Committee on Transportation and Infrastructure,Aviation,John J. Duncan Jr.,
House Committee on Transportation and Infrastructure,Aviation,Sam Graves,
House Committee on Transportation and Infrastructure,Aviation,Bob Gibbs,
House Committee on Transportation and Infrastructure,Aviation,Daniel Webster,
House Committee on Transportation and Infrastructure,Aviation,Jeff Denham,
House Committee on Transportation and Infrastructure,Aviation,Thomas Massie,
House Committee on Transportation and Infrastructure,Aviation,Mark Meadows,
House Committee on Transportation and Infrastructure,Aviation,Scott Perry,
House Committee on Transportation and Infrastructure,Aviation,Rodney Davis,
House Committee on Transportation and Infrastructure,Aviation,Mark Sanford,
House Committee on Transportation and Infrastructure,Aviation,Rob Woodall,
House Committee on Transportation and Infrastructure,Aviation,Todd Rokita,
House Committee on Transportation and Infrastructure,Aviation,Barbara Comstock,
House Committee on Transportation and Infrastructure,Aviation,Doug LaMalfa,
House Committee on Transportation and Infrastructure,Aviation,Bruce Westerman,
House Committee on Transportation and Infrastructure,Aviation,Lloyd Smucker,
House Committee on Transportation and Infrastructure,Aviation,Paul Mitchell,
House Committee on Transportation and Infrastructure,Aviation,Jason Lewis,
House Committee on Transportation and Infrastructure,Aviation,Rick Larsen,Ranking Member
House Committee on Transportation and Infrastructure,Aviation,Eddie Bernice Johnson,
House Committee on Transportation and Infrastructure,Aviation,Daniel Lipinski,
House Committee on Transportation and Infrastructure,Aviation,Andre Carson,
House Committee on Transportation and Infrastructure,Aviation,Cheri Bustos,
House Committee on Transportation and Infrastructure,Aviation,Eleanor Holmes Norton,
House Committee on Transportation and Infrastructure,Aviation,Dina Titus,
House Committee on Transportation and Infrastructure,Aviation,Sean Patrick Maloney,
House Committee on Transportation and Infrastructure,Aviation,Julia Brownley,
House Committee on Transportation and Infrastructure,Aviation,Donald M. Payne Jr.,
House Committee on Transportation and Infrastructure,Aviation,Brenda L. Lawrence,
House Committee on Transportation and Infrastructure,Aviation,Michael E. Capuano,
House Committee on Transportation and Infrastructure,Aviation,Grace F. Napolitano,
House Committee on Transportation and Infrastructure,Aviation,Steve Cohen,
House Committee on Transportation and Infrastructure,Aviation,"Henry C. ""Hank"" Johnson Jr.",
House Committee on Transportation and Infrastructure,Aviation,Richard M. Nolan,
House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,Brian J. Mast,Chair
House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,Don Young,
House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,Frank A. LoBiondo,
House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,Garret Graves,
House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,David Rouzer,
House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,Randy K. Weber Sr.,
House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,Jason Lewis,
House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,John Garamendi,Ranking Member
House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,Elijah E. Cummings,
House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,Rick Larsen,
House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,Jared Huffman,
House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,Alan S. Lowenthal,
House Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation,Stacey E. Plaskett,
House Committee on Transportation and Infrastructure,Highways and Transit,Sam Graves,Chair
House Committee on Transportation and Infrastructure,Highways and Transit,Don Young,
House Committee on Transportation and Infrastructure,Highways and Transit,John J. Duncan Jr.,
House Committee on Transportation and Infrastructure,Highways and Transit,Frank A. LoBiondo,
House Committee on Transportation and Infrastructure,Highways and Transit,"Eric A. ""Rick"" Crawford",
House Committee on Transportation and Infrastructure,Highways and Transit,Lou Barletta,
House Committee on Transportation and Infrastructure,Highways and Transit,Bob Gibbs,
House Committee on Transportation and Infrastructure,Highways and Transit,Jeff Denham,
House Committee on Transportation and Infrastructure,Highways and Transit,Thomas Massie,
House Committee on Transportation and Infrastructure,Highways and Transit,Mark Meadows,
House Committee on Transportation and Infrastructure,Highways and Transit,Scott Perry,
House Committee on Transportation and Infrastructure,Highways and Transit,Rodney Davis,
House Committee on Transportation and Infrastructure,Highways and Transit,Rob Woodall,
House Committee on Transportation and Infrastructure,Highways and Transit,John Katko,
House Committee on Transportation and Infrastructure,Highways and Transit,Brian Babin,
House Committee on Transportation and Infrastructure,Highways and Transit,Garret Graves,
House Committee on Transportation and Infrastructure,Highways and Transit,Barbara Comstock,
House Committee on Transportation and Infrastructure,Highways and Transit,David Rouzer,
House Committee on Transportation and Infrastructure,Highways and Transit,Mike Bost,
House Committee on Transportation and Infrastructure,Highways and Transit,Doug LaMalfa,
House Committee on Transportation and Infrastructure,Highways and Transit,Bruce Westerman,
House Committee on Transportation and Infrastructure,Highways and Transit,Lloyd Smucker,
House Committee on Transportation and Infrastructure,Highways and Transit,Paul Mitchell,
House Committee on Transportation and Infrastructure,Highways and Transit,John J. Faso,
House Committee on Transportation and Infrastructure,Highways and Transit,A. Drew Ferguson IV,
House Committee on Transportation and Infrastructure,Highways and Transit,Mike Gallagher,
House Committee on Transportation and Infrastructure,Highways and Transit,Eleanor Holmes Norton,Ranking Member
House Committee on Transportation and Infrastructure,Highways and Transit,Steve Cohen,
House Committee on Transportation and Infrastructure,Highways and Transit,Albio Sires,
House Committee on Transportation and Infrastructure,Highways and Transit,Richard M. Nolan,
House Committee on Transportation and Infrastructure,Highways and Transit,Dina Titus,
House Committee on Transportation and Infrastructure,Highways and Transit,Sean Patrick Maloney,
House Committee on Transportation and Infrastructure,Highways and Transit,Elizabeth H. Esty,
House Committee on Transportation and Infrastructure,Highways and Transit,Jared Huffman,
House Committee on Transportation and Infrastructure,Highways and Transit,Julia Brownley,
House Committee on Transportation and Infrastructure,Highways and Transit,Alan S. Lowenthal,
House Committee on Transportation and Infrastructure,Highways and Transit,Brenda L. Lawrence,
House Committee on Transportation and Infrastructure,Highways and Transit,Mark DeSaulnier,
House Committee on Transportation and Infrastructure,Highways and Transit,Eddie Bernice Johnson,
House Committee on Transportation and Infrastructure,Highways and Transit,Michael E. Capuano,
House Committee on Transportation and Infrastructure,Highways and Transit,Grace F. Napolitano,
House Committee on Transportation and Infrastructure,Highways and Transit,Daniel Lipinski,
House Committee on Transportation and Infrastructure,Highways and Transit,"Henry C. ""Hank"" Johnson Jr.",
House Committee on Transportation and Infrastructure,Highways and Transit,Lois Frankel,
House Committee on Transportation and Infrastructure,Highways and Transit,Cheri Bustos,
House Committee on Transportation and Infrastructure,Highways and Transit,Frederica S. Wilson,
House Committee on Transportation and Infrastructure,Highways and Transit,Donald M. Payne Jr.,
House Committee on Transportation and Infrastructure,"Economic Development, Public Buildings, and Emergency Management",Lou Barletta,Chair
House Committee on Transportation and Infrastructure,"Economic Development, Public Buildings, and Emergency Management","Eric A. ""Rick"" Crawford",
House Committee on Transportation and Infrastructure,"Economic Development, Public Buildings, and Emergency Management",Barbara Comstock,
House Committee on Transportation and Infrastructure,"Economic Development, Public Buildings, and Emergency Management",Mike Bost,
House Committee on Transportation and Infrastructure,"Economic Development, Public Buildings, and Emergency Management",John J. Faso,
House Committee on Transportation and Infrastructure,"Economic Development, Public Buildings, and Emergency Management",A. Drew Ferguson IV,
House Committee on Transportation and Infrastructure,"Economic Development, Public Buildings, and Emergency Management",Brian J. Mast,
House Committee on Transportation and Infrastructure,"Economic Development, Public Buildings, and Emergency Management",Mike Gallagher,
House Committee on Transportation and Infrastructure,"Economic Development, Public Buildings, and Emergency Management",Dina Titus,Ranking Member
House Committee on Transportation and Infrastructure,"Economic Development, Public Buildings, and Emergency Management","Henry C. ""Hank"" Johnson Jr.",
House Committee on Transportation and Infrastructure,"Economic Development, Public Buildings, and Emergency Management",Eleanor Holmes Norton,
House Committee on Transportation and Infrastructure,"Economic Development, Public Buildings, and Emergency Management",Albio Sires,
House Committee on Transportation and Infrastructure,"Economic Development, Public Buildings, and Emergency Management",Stacey E. Plaskett,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Jeff Denham,Chair
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",John J. Duncan Jr.,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Sam Graves,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Lou Barletta,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Daniel Webster,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Mark Meadows,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Scott Perry,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Mark Sanford,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Todd Rokita,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",John Katko,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Brian Babin,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Randy K. Weber Sr.,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Bruce Westerman,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Lloyd Smucker,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Paul Mitchell,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",John J. Faso,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Jason Lewis,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Mike Gallagher,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Michael E. Capuano,Ranking Member
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Donald M. Payne Jr.,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Elijah E. Cummings,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Steve Cohen,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Albio Sires,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",John Garamendi,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Andre Carson,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Richard M. Nolan,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Elizabeth H. Esty,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Cheri Bustos,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Frederica S. Wilson,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Mark DeSaulnier,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Daniel Lipinski,
House Committee on Transportation and Infrastructure,"Railroads, Pipelines, and Hazardous Materials",Grace F. Napolitano,
House Committee on Rules,,Pete Sessions,Chair
House Committee on Rules,,Tom Cole,
House Committee on Rules,,Rob Woodall,
House Committee on Rules,,Michael C. Burgess,
House Committee on Rules,,Doug Collins,
House Committee on Rules,,Bradley Byrne,
House Committee on Rules,,Dan Newhouse,
House Committee on Rules,,Ken Buck,
House Committee on Rules,,Liz Cheney,
House Committee on Rules,,James P. McGovern,Ranking Member
House Committee on Rules,,Alcee L. Hastings,
House Committee on Rules,,Jared Polis,
House Committee on Rules,,Norma J. Torres,
House Committee on Rules,Legislative and Budget Process,Rob Woodall,Chair
House Committee on Rules,Legislative and Budget Process,Michael C. Burgess,
House Committee on Rules,Legislative and Budget Process,Bradley Byrne,
House Committee on Rules,Legislative and Budget Process,Dan Newhouse,
House Committee on Rules,Legislative and Budget Process,Ken Buck,
House Committee on Rules,Legislative and Budget Process,Alcee L. Hastings,Ranking Member
House Committee on Rules,Legislative and Budget Process,Jared Polis,
House Committee on Rules,Rules and Organization of the House,Doug Collins,Chair
House Committee on Rules,Rules and Organization of the House,Bradley Byrne,
House Committee on Rules,Rules and Organization of the House,Dan Newhouse,
House Committee on Rules,Rules and Organization of the House,Liz Cheney,
House Committee on Rules,Rules and Organization of the House,Pete Sessions,
House Committee on Rules,Rules and Organization of the House,James P. McGovern,Ranking Member
House Committee on Rules,Rules and Organization of the House,Norma J. Torres,
House Committee on Small Business,,Steve Chabot,Chair
House Committee on Small Business,,Steve King,
House Committee on Small Business,,Blaine Luetkemeyer,
House Committee on Small Business,,Dave Brat,
House Committee on Small Business,,Aumua Amata Coleman Radewagen,
House Committee on Small Business,,Stephen Knight,
House Committee on Small Business,,Trent Kelly,
House Committee on Small Business,,Rod Blum,
House Committee on Small Business,,Jenniffer Gonzalez-Colon,
House Committee on Small Business,,Brian K. Fitzpatrick,
House Committee on Small Business,,Roger W. Marshall,
House Committee on Small Business,,Ralph Norman,
House Committee on Small Business,,John R. Curtis,
House Committee on Small Business,,Troy Balderson,
House Committee on Small Business,,Nydia M. Velazquez,Ranking Member
House Committee on Small Business,,Dwight Evans,
House Committee on Small Business,,Stephanie N. Murphy,
House Committee on Small Business,,Al Lawson Jr.,
House Committee on Small Business,,Yvette D. Clarke,
House Committee on Small Business,,Judy Chu,
House Committee on Small Business,,Alma S. Adams,
House Committee on Small Business,,Adriano Espaillat,
House Committee on Small Business,,Bradley Scott Schneider,
House Committee on Small Business,Contracting and Infrastructure,Stephen Knight,Chair
House Committee on Small Business,Contracting and Infrastructure,Steve King,
House Committee on Small Business,Contracting and Infrastructure,Ralph Norman,
House Committee on Small Business,Contracting and Infrastructure,Stephanie N. Murphy,Ranking Member
House Committee on Small Business,Contracting and Infrastructure,Yvette D. Clarke,
House Committee on Small Business,Contracting and Infrastructure,Dwight Evans,
House Committee on Small Business,Contracting and Infrastructure,Al Lawson Jr.,
House Committee on Small Business,"Investigations, Oversight and Regulations",Trent Kelly,Chair
House Committee on Small Business,"Investigations, Oversight and Regulations",Rod Blum,
House Committee on Small Business,"Investigations, Oversight and Regulations",Roger W. Marshall,
House Committee on Small Business,"Investigations, Oversight and Regulations",Ralph Norman,
House Committee on Small Business,"Investigations, Oversight and Regulations",John R. Curtis,
House Committee on Small Business,"Investigations, Oversight and Regulations",Alma S. Adams,Ranking Member
House Committee on Small Business,"Rural Development, Agriculture, Trade and Entrepreneurship",Rod Blum,Chair
House Committee on Small Business,"Rural Development, Agriculture, Trade and Entrepreneurship",Steve King,
House Committee on Small Business,"Rural Development, Agriculture, Trade and Entrepreneurship",Blaine Luetkemeyer,
House Committee on Small Business,"Rural Development, Agriculture, Trade and Entrepreneurship",Aumua Amata Coleman Radewagen,
House Committee on Small Business,"Rural Development, Agriculture, Trade and Entrepreneurship",John R. Curtis,
House Committee on Small Business,"Rural Development, Agriculture, Trade and Entrepreneurship",Troy Balderson,
House Committee on Small Business,"Rural Development, Agriculture, Trade and Entrepreneurship",Bradley Scott Schneider,Ranking Member
House Committee on Small Business,"Rural Development, Agriculture, Trade and Entrepreneurship",Al Lawson Jr.,
House Committee on Small Business,Innovation and Workforce Development,Aumua Amata Coleman Radewagen,Chair
House Committee on Small Business,Innovation and Workforce Development,Blaine Luetkemeyer,
House Committee on Small Business,Innovation and Workforce Development,Dave Brat,
House Committee on Small Business,Innovation and Workforce Development,Jenniffer Gonzalez-Colon,
House Committee on Small Business,Innovation and Workforce Development,Brian K. Fitzpatrick,
House Committee on Small Business,Innovation and Workforce Development,Roger W. Marshall,
House Committee on Small Business,Innovation and Workforce Development,Al Lawson Jr.,Ranking Member
House Committee on Small Business,Innovation and Workforce Development,Adriano Espaillat,
House Committee on Small Business,"Economic Growth, Tax and Capital Access",Dave Brat,Chair
House Committee on Small Business,"Economic Growth, Tax and Capital Access",Stephen Knight,
House Committee on Small Business,"Economic Growth, Tax and Capital Access",Trent Kelly,
House Committee on Small Business,"Economic Growth, Tax and Capital Access",Jenniffer Gonzalez-Colon,
House Committee on Small Business,"Economic Growth, Tax and Capital Access",Brian K. Fitzpatrick,
House Committee on Small Business,"Economic Growth, Tax and Capital Access",Troy Balderson,
House Committee on Small Business,"Economic Growth, Tax and Capital Access",Dwight Evans,Ranking Member
House Committee on Small Business,"Economic Growth, Tax and Capital Access",Judy Chu,
House Committee on Small Business,"Economic Growth, Tax and Capital Access",Stephanie N. Murphy,
House Committee on Small Business,"Economic Growth, Tax and Capital Access",Yvette D. Clarke,
House Committee on Ethics,,Susan W. Brooks,Chair
House Committee on Ethics,,Kenny Marchant,
House Committee on Ethics,,Leonard Lance,
House Committee on Ethics,,Mimi Walters,
House Committee on Ethics,,John Ratcliffe,
House Committee on Ethics,,Theodore E. Deutch,Ranking Member
House Committee on Ethics,,Yvette D. Clarke,
House Committee on Ethics,,Jared Polis,
House Committee on Ethics,,Anthony G. Brown,
House Committee on Ethics,,Steve Cohen,
"House Committee on Science, Space, and Technology",,Lamar Smith,Chair
"House Committee on Science, Space, and Technology",,Dana Rohrabacher,
"House Committee on Science, Space, and Technology",,Frank D. Lucas,Vice Chair
"House Committee on Science, Space, and Technology",,Mo Brooks,
"House Committee on Science, Space, and Technology",,Randy Hultgren,
"House Committee on Science, Space, and Technology",,Bill Posey,
"House Committee on Science, Space, and Technology",,Thomas Massie,
"House Committee on Science, Space, and Technology",,Randy K. Weber Sr.,
"House Committee on Science, Space, and Technology",,Stephen Knight,
"House Committee on Science, Space, and Technology",,Brian Babin,
"House Committee on Science, Space, and Technology",,Barbara Comstock,
"House Committee on Science, Space, and Technology",,Ralph Lee Abraham,
"House Committee on Science, Space, and Technology",,Gary J. Palmer,
"House Committee on Science, Space, and Technology",,Daniel Webster,
"House Committee on Science, Space, and Technology",,Andy Biggs,
"House Committee on Science, Space, and Technology",,Roger W. Marshall,
"House Committee on Science, Space, and Technology",,Neal P. Dunn,
"House Committee on Science, Space, and Technology",,Clay Higgins,
"House Committee on Science, Space, and Technology",,Ralph Norman,
"House Committee on Science, Space, and Technology",,Debbie Lesko,
"House Committee on Science, Space, and Technology",,Michael Cloud,
"House Committee on Science, Space, and Technology",,Troy Balderson,
"House Committee on Science, Space, and Technology",,Eddie Bernice Johnson,Ranking Member
"House Committee on Science, Space, and Technology",,Zoe Lofgren,
"House Committee on Science, Space, and Technology",,Daniel Lipinski,
"House Committee on Science, Space, and Technology",,Suzanne Bonamici,
"House Committee on Science, Space, and Technology",,Ami Bera,
"House Committee on Science, Space, and Technology",,Elizabeth H. Esty,
"House Committee on Science, Space, and Technology",,Marc A. Veasey,
"House Committee on Science, Space, and Technology",,Donald S. Beyer Jr.,
"House Committee on Science, Space, and Technology",,Jacky Rosen,
"House Committee on Science, Space, and Technology",,Conor Lamb,
"House Committee on Science, Space, and Technology",,Jerry McNerney,
"House Committee on Science, Space, and Technology",,Ed Perlmutter,
"House Committee on Science, Space, and Technology",,Paul Tonko,
"House Committee on Science, Space, and Technology",,Bill Foster,
"House Committee on Science, Space, and Technology",,Mark Takano,
"House Committee on Science, Space, and Technology",,Colleen Hanabusa,
"House Committee on Science, Space, and Technology",,Charlie Crist,
"House Committee on Science, Space, and Technology",Research and Technology,Barbara Comstock,Chair
"House Committee on Science, Space, and Technology",Research and Technology,Frank D. Lucas,
"House Committee on Science, Space, and Technology",Research and Technology,Randy Hultgren,
"House Committee on Science, Space, and Technology",Research and Technology,Stephen Knight,
"House Committee on Science, Space, and Technology",Research and Technology,Daniel Webster,
"House Committee on Science, Space, and Technology",Research and Technology,Roger W. Marshall,Vice Chair
"House Committee on Science, Space, and Technology",Research and Technology,Debbie Lesko,
"House Committee on Science, Space, and Technology",Research and Technology,Michael Cloud,
"House Committee on Science, Space, and Technology",Research and Technology,Troy Balderson,
"House Committee on Science, Space, and Technology",Research and Technology,Lamar Smith,Ex Officio
"House Committee on Science, Space, and Technology",Research and Technology,Daniel Lipinski,Ranking Member
"House Committee on Science, Space, and Technology",Research and Technology,Elizabeth H. Esty,
"House Committee on Science, Space, and Technology",Research and Technology,Jacky Rosen,
"House Committee on Science, Space, and Technology",Research and Technology,Suzanne Bonamici,
"House Committee on Science, Space, and Technology",Research and Technology,Ami Bera,
"House Committee on Science, Space, and Technology",Research and Technology,Donald S. Beyer Jr.,
"House Committee on Science, Space, and Technology",Research and Technology,Eddie Bernice Johnson,Ex Officio
"House Committee on Science, Space, and Technology",Space and Aeronautics,Brian Babin,Chair
"House Committee on Science, Space, and Technology",Space and Aeronautics,Dana Rohrabacher,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Frank D. Lucas,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Mo Brooks,Vice Chair
"House Committee on Science, Space, and Technology",Space and Aeronautics,Randy Hultgren,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Thomas Massie,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Bill Posey,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Stephen Knight,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Barbara Comstock,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Ralph Lee Abraham,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Daniel Webster,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Andy Biggs,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Neal P. Dunn,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Clay Higgins,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Lamar Smith,Ex Officio
"House Committee on Science, Space, and Technology",Space and Aeronautics,Ami Bera,Ranking Member
"House Committee on Science, Space, and Technology",Space and Aeronautics,Zoe Lofgren,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Donald S. Beyer Jr.,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Marc A. Veasey,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Daniel Lipinski,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Ed Perlmutter,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Charlie Crist,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Bill Foster,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Conor Lamb,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Eddie Bernice Johnson,Ex Officio
"House Committee on Science, Space, and Technology",Environment,Andy Biggs,Chair
"House Committee on Science, Space, and Technology",Environment,Dana Rohrabacher,
"House Committee on Science, Space, and Technology",Environment,Bill Posey,
"House Committee on Science, Space, and Technology",Environment,Mo Brooks,
"House Committee on Science, Space, and Technology",Environment,Randy K. Weber Sr.,
"House Committee on Science, Space, and Technology",Environment,Brian Babin,
"House Committee on Science, Space, and Technology",Environment,Gary J. Palmer,
"House Committee on Science, Space, and Technology",Environment,Clay Higgins,
"House Committee on Science, Space, and Technology",Environment,Ralph Norman,Vice Chair
"House Committee on Science, Space, and Technology",Environment,Debbie Lesko,
"House Committee on Science, Space, and Technology",Environment,Lamar Smith,Ex Officio
"House Committee on Science, Space, and Technology",Environment,Suzanne Bonamici,Ranking Member
"House Committee on Science, Space, and Technology",Environment,Colleen Hanabusa,
"House Committee on Science, Space, and Technology",Environment,Charlie Crist,
"House Committee on Science, Space, and Technology",Environment,Conor Lamb,
"House Committee on Science, Space, and Technology",Environment,Eddie Bernice Johnson,Ex Officio
"House Committee on Science, Space, and Technology",Energy,Randy K. Weber Sr.,Chair
"House Committee on Science, Space, and Technology",Energy,Dana Rohrabacher,
"House Committee on Science, Space, and Technology",Energy,Frank D. Lucas,
"House Committee on Science, Space, and Technology",Energy,Mo Brooks,
"House Committee on Science, Space, and Technology",Energy,Randy Hultgren,
"House Committee on Science, Space, and Technology",Energy,Stephen Knight,Vice Chair
"House Committee on Science, Space, and Technology",Energy,Gary J. Palmer,
"House Committee on Science, Space, and Technology",Energy,Daniel Webster,
"House Committee on Science, Space, and Technology",Energy,Neal P. Dunn,
"House Committee on Science, Space, and Technology",Energy,Ralph Norman,
"House Committee on Science, Space, and Technology",Energy,Michael Cloud,
"House Committee on Science, Space, and Technology",Energy,Lamar Smith,Ex Officio
